id,category_id,localization_code,name,slug
16910,1069,id,Doing Good Deeds on behalf of the Deceased and Gifting them the Reward,doing-good-deeds-on-behalf-of-the-deceased-and-gifting-them-the-reward
16911,1069,ru,Doing Good Deeds on behalf of the Deceased and Gifting them the Reward,doing-good-deeds-on-behalf-of-the-deceased-and-gifting-them-the-reward
16912,1069,tr,Doing Good Deeds on behalf of the Deceased and Gifting them the Reward,doing-good-deeds-on-behalf-of-the-deceased-and-gifting-them-the-reward
16913,1069,ur,Doing Good Deeds on behalf of the Deceased and Gifting them the Reward,doing-good-deeds-on-behalf-of-the-deceased-and-gifting-them-the-reward
16914,1069,fa,Doing Good Deeds on behalf of the Deceased and Gifting them the Reward,doing-good-deeds-on-behalf-of-the-deceased-and-gifting-them-the-reward
16915,1070,ar,وجوب الزكاة وحكم تاركها,obligation-of-zakah-and-ruling-of-its-abandoning
16916,1070,en,Obligation of Zakah and Ruling of Its Abandoning,obligation-of-zakah-and-ruling-of-its-abandoning
16917,1070,de,Obligation of Zakah and Ruling of Its Abandoning,obligation-of-zakah-and-ruling-of-its-abandoning
16918,1070,es,Obligation of Zakah and Ruling of Its Abandoning,obligation-of-zakah-and-ruling-of-its-abandoning
16919,1070,fr,Obligation of Zakah and Ruling of Its Abandoning,obligation-of-zakah-and-ruling-of-its-abandoning
16920,1070,id,Obligation of Zakah and Ruling of Its Abandoning,obligation-of-zakah-and-ruling-of-its-abandoning
16921,1070,ru,Obligation of Zakah and Ruling of Its Abandoning,obligation-of-zakah-and-ruling-of-its-abandoning
16922,1070,tr,Obligation of Zakah and Ruling of Its Abandoning,obligation-of-zakah-and-ruling-of-its-abandoning
16923,1070,ur,Obligation of Zakah and Ruling of Its Abandoning,obligation-of-zakah-and-ruling-of-its-abandoning
16924,1070,fa,Obligation of Zakah and Ruling of Its Abandoning,obligation-of-zakah-and-ruling-of-its-abandoning
16925,1071,ar,أحكام ومسائل الزكاة,rulings-and-issues-of-zakah
16926,1071,en,Rulings and Issues of Zakah,rulings-and-issues-of-zakah
16927,1071,de,Rulings and Issues of Zakah,rulings-and-issues-of-zakah
16928,1071,es,Rulings and Issues of Zakah,rulings-and-issues-of-zakah
16929,1071,fr,Rulings and Issues of Zakah,rulings-and-issues-of-zakah
16930,1071,id,Rulings and Issues of Zakah,rulings-and-issues-of-zakah
16931,1071,ru,Rulings and Issues of Zakah,rulings-and-issues-of-zakah
16932,1071,tr,Rulings and Issues of Zakah,rulings-and-issues-of-zakah
16933,1071,ur,Rulings and Issues of Zakah,rulings-and-issues-of-zakah
16934,1071,fa,Rulings and Issues of Zakah,rulings-and-issues-of-zakah
16935,1072,ar,زكاة النقدين,zakah-of-gold-and-silver
16936,1072,en,Zakah of Gold and Silver,zakah-of-gold-and-silver
16937,1072,de,Zakah of Gold and Silver,zakah-of-gold-and-silver
16938,1072,es,Zakah of Gold and Silver,zakah-of-gold-and-silver
16939,1072,fr,Zakah of Gold and Silver,zakah-of-gold-and-silver
16940,1072,id,Zakah of Gold and Silver,zakah-of-gold-and-silver
16941,1072,ru,Zakah of Gold and Silver,zakah-of-gold-and-silver
16942,1072,tr,Zakah of Gold and Silver,zakah-of-gold-and-silver
16943,1072,ur,Zakah of Gold and Silver,zakah-of-gold-and-silver
16944,1072,fa,Zakah of Gold and Silver,zakah-of-gold-and-silver
16945,1073,ar,زكاة بهيمة الأنعام,zakah-of-livestock
16946,1073,en,Zakah of Livestock,zakah-of-livestock
16947,1073,de,Zakah of Livestock,zakah-of-livestock
16948,1073,es,Zakah of Livestock,zakah-of-livestock
16949,1073,fr,Zakah of Livestock,zakah-of-livestock
16950,1073,id,Zakah of Livestock,zakah-of-livestock
16951,1073,ru,Zakah of Livestock,zakah-of-livestock
16952,1073,tr,Zakah of Livestock,zakah-of-livestock
16953,1073,ur,Zakah of Livestock,zakah-of-livestock
16954,1073,fa,Zakah of Livestock,zakah-of-livestock
16955,1074,ar,زكاة الخارج من الأرض,zakah-of-land-produce
16956,1074,en,Zakah of Land Produce,zakah-of-land-produce
16957,1074,de,Zakah of Land Produce,zakah-of-land-produce
16958,1074,es,Zakah of Land Produce,zakah-of-land-produce
16959,1074,fr,Zakah of Land Produce,zakah-of-land-produce
16960,1074,id,Zakah of Land Produce,zakah-of-land-produce
16961,1074,ru,Zakah of Land Produce,zakah-of-land-produce
16962,1074,tr,Zakah of Land Produce,zakah-of-land-produce
16963,1074,ur,Zakah of Land Produce,zakah-of-land-produce
16964,1074,fa,Zakah of Land Produce,zakah-of-land-produce
16965,1075,ar,زكاة الفطر,zakat-ul-fitr-minor-eid-charity
16966,1075,en,Zakat-ul-Fitr (Minor-Eid Charity),zakat-ul-fitr-minor-eid-charity
16967,1075,de,Zakat-ul-Fitr (Minor-Eid Charity),zakat-ul-fitr-minor-eid-charity
16968,1075,es,Zakat-ul-Fitr (Minor-Eid Charity),zakat-ul-fitr-minor-eid-charity
16969,1075,fr,Zakat-ul-Fitr (Minor-Eid Charity),zakat-ul-fitr-minor-eid-charity
16970,1075,id,Zakat-ul-Fitr (Minor-Eid Charity),zakat-ul-fitr-minor-eid-charity
16971,1075,ru,Zakat-ul-Fitr (Minor-Eid Charity),zakat-ul-fitr-minor-eid-charity
16972,1075,tr,Zakat-ul-Fitr (Minor-Eid Charity),zakat-ul-fitr-minor-eid-charity
16973,1075,ur,Zakat-ul-Fitr (Minor-Eid Charity),zakat-ul-fitr-minor-eid-charity
16974,1075,fa,Zakat-ul-Fitr (Minor-Eid Charity),zakat-ul-fitr-minor-eid-charity
16975,1076,ar,مصارف الزكاة,channels-of-zakah-people-who-receive-zakah
16976,1076,en,Channels of Zakah (People Who Receive Zakah),channels-of-zakah-people-who-receive-zakah
16977,1076,de,Channels of Zakah (People Who Receive Zakah),channels-of-zakah-people-who-receive-zakah
16978,1076,es,Channels of Zakah (People Who Receive Zakah),channels-of-zakah-people-who-receive-zakah
16979,1076,fr,Channels of Zakah (People Who Receive Zakah),channels-of-zakah-people-who-receive-zakah
16980,1076,id,Channels of Zakah (People Who Receive Zakah),channels-of-zakah-people-who-receive-zakah
16981,1076,ru,Channels of Zakah (People Who Receive Zakah),channels-of-zakah-people-who-receive-zakah
16982,1076,tr,Channels of Zakah (People Who Receive Zakah),channels-of-zakah-people-who-receive-zakah
16983,1076,ur,Channels of Zakah (People Who Receive Zakah),channels-of-zakah-people-who-receive-zakah
16984,1076,fa,Channels of Zakah (People Who Receive Zakah),channels-of-zakah-people-who-receive-zakah
16985,1077,ar,صدقة التطوع,voluntary-charity
16986,1077,en,Voluntary Charity,voluntary-charity
16987,1077,de,Voluntary Charity,voluntary-charity
16988,1077,es,Voluntary Charity,voluntary-charity
16989,1077,fr,Voluntary Charity,voluntary-charity
16990,1077,id,Voluntary Charity,voluntary-charity
16991,1077,ru,Voluntary Charity,voluntary-charity
16992,1077,tr,Voluntary Charity,voluntary-charity
16993,1077,ur,Voluntary Charity,voluntary-charity
16994,1077,fa,Voluntary Charity,voluntary-charity
16995,1078,ar,وجوب الصيام وحكم تاركه,obligation-of-fasting-and-ruling-of-its-abandoning
16996,1078,en,Obligation of Fasting and Ruling of Its Abandoning,obligation-of-fasting-and-ruling-of-its-abandoning
16997,1078,de,Obligation of Fasting and Ruling of Its Abandoning,obligation-of-fasting-and-ruling-of-its-abandoning
16998,1078,es,Obligation of Fasting and Ruling of Its Abandoning,obligation-of-fasting-and-ruling-of-its-abandoning
16999,1078,fr,Obligation of Fasting and Ruling of Its Abandoning,obligation-of-fasting-and-ruling-of-its-abandoning
17000,1078,id,Obligation of Fasting and Ruling of Its Abandoning,obligation-of-fasting-and-ruling-of-its-abandoning
17001,1078,ru,Obligation of Fasting and Ruling of Its Abandoning,obligation-of-fasting-and-ruling-of-its-abandoning
17002,1078,tr,Obligation of Fasting and Ruling of Its Abandoning,obligation-of-fasting-and-ruling-of-its-abandoning
17003,1078,ur,Obligation of Fasting and Ruling of Its Abandoning,obligation-of-fasting-and-ruling-of-its-abandoning
17004,1078,fa,Obligation of Fasting and Ruling of Its Abandoning,obligation-of-fasting-and-ruling-of-its-abandoning
17005,1079,ar,فضل الصيام,virtue-of-fasting
17006,1079,en,Virtue of Fasting,virtue-of-fasting
17007,1079,de,Virtue of Fasting,virtue-of-fasting
17008,1079,es,Virtue of Fasting,virtue-of-fasting
17009,1079,fr,Virtue of Fasting,virtue-of-fasting
17010,1079,id,Virtue of Fasting,virtue-of-fasting
17011,1079,ru,Virtue of Fasting,virtue-of-fasting
17012,1079,tr,Virtue of Fasting,virtue-of-fasting
17013,1079,ur,Virtue of Fasting,virtue-of-fasting
17014,1079,fa,Virtue of Fasting,virtue-of-fasting
17015,1080,ar,سنن الصيام,recommended-acts-of-fasting
17016,1080,en,Recommended Acts of Fasting,recommended-acts-of-fasting
17017,1080,de,Recommended Acts of Fasting,recommended-acts-of-fasting
17018,1080,es,Recommended Acts of Fasting,recommended-acts-of-fasting
17019,1080,fr,Recommended Acts of Fasting,recommended-acts-of-fasting
17020,1080,id,Recommended Acts of Fasting,recommended-acts-of-fasting
17021,1080,ru,Recommended Acts of Fasting,recommended-acts-of-fasting
17022,1080,tr,Recommended Acts of Fasting,recommended-acts-of-fasting
17023,1080,ur,Recommended Acts of Fasting,recommended-acts-of-fasting
17024,1080,fa,Recommended Acts of Fasting,recommended-acts-of-fasting
17025,1081,ar,رؤية الهلال,sighting-the-crescent
17026,1081,en,Sighting the Crescent,sighting-the-crescent
17027,1081,de,Sighting the Crescent,sighting-the-crescent
17028,1081,es,Sighting the Crescent,sighting-the-crescent
17029,1081,fr,Sighting the Crescent,sighting-the-crescent
17030,1081,id,Sighting the Crescent,sighting-the-crescent
17031,1081,ru,Sighting the Crescent,sighting-the-crescent
17032,1081,tr,Sighting the Crescent,sighting-the-crescent
17033,1081,ur,Sighting the Crescent,sighting-the-crescent
17034,1081,fa,Sighting the Crescent,sighting-the-crescent
17035,1082,ar,صيام يوم الشك,fasting-on-the-day-of-doubt
17036,1082,en,Fasting on the Day of Doubt,fasting-on-the-day-of-doubt
17037,1082,de,Fasting on the Day of Doubt,fasting-on-the-day-of-doubt
17038,1082,es,Fasting on the Day of Doubt,fasting-on-the-day-of-doubt
17039,1082,fr,Fasting on the Day of Doubt,fasting-on-the-day-of-doubt
17040,1082,id,Fasting on the Day of Doubt,fasting-on-the-day-of-doubt
17041,1082,ru,Fasting on the Day of Doubt,fasting-on-the-day-of-doubt
17042,1082,tr,Fasting on the Day of Doubt,fasting-on-the-day-of-doubt
17043,1082,ur,Fasting on the Day of Doubt,fasting-on-the-day-of-doubt
17044,1082,fa,Fasting on the Day of Doubt,fasting-on-the-day-of-doubt
17045,1083,ar,قضاء الصيام,fasting-missed-days-of-ramadaan
17046,1083,en,Fasting Missed Days of Ramadaan,fasting-missed-days-of-ramadaan
17047,1083,de,Fasting Missed Days of Ramadaan,fasting-missed-days-of-ramadaan
17048,1083,es,Fasting Missed Days of Ramadaan,fasting-missed-days-of-ramadaan
17049,1083,fr,Fasting Missed Days of Ramadaan,fasting-missed-days-of-ramadaan
17050,1083,id,Fasting Missed Days of Ramadaan,fasting-missed-days-of-ramadaan
17051,1083,ru,Fasting Missed Days of Ramadaan,fasting-missed-days-of-ramadaan
17052,1083,tr,Fasting Missed Days of Ramadaan,fasting-missed-days-of-ramadaan
17053,1083,ur,Fasting Missed Days of Ramadaan,fasting-missed-days-of-ramadaan
17054,1083,fa,Fasting Missed Days of Ramadaan,fasting-missed-days-of-ramadaan
17055,1084,ar,صيام أهل الأعذار,fasting-of-people-with-excuses
17056,1084,en,Fasting of People with Excuses,fasting-of-people-with-excuses
17057,1084,de,Fasting of People with Excuses,fasting-of-people-with-excuses
17058,1084,es,Fasting of People with Excuses,fasting-of-people-with-excuses
17059,1084,fr,Fasting of People with Excuses,fasting-of-people-with-excuses
17060,1084,id,Fasting of People with Excuses,fasting-of-people-with-excuses
17061,1084,ru,Fasting of People with Excuses,fasting-of-people-with-excuses
17062,1084,tr,Fasting of People with Excuses,fasting-of-people-with-excuses
17063,1084,ur,Fasting of People with Excuses,fasting-of-people-with-excuses
17064,1084,fa,Fasting of People with Excuses,fasting-of-people-with-excuses
17065,1085,ar,مفسدات الصيام,nullifiers-of-fasting
17066,1085,en,Nullifiers of Fasting,nullifiers-of-fasting
17067,1085,de,Nullifiers of Fasting,nullifiers-of-fasting
17068,1085,es,Nullifiers of Fasting,nullifiers-of-fasting
17069,1085,fr,Nullifiers of Fasting,nullifiers-of-fasting
17070,1085,id,Nullifiers of Fasting,nullifiers-of-fasting
17071,1085,ru,Nullifiers of Fasting,nullifiers-of-fasting
17072,1085,tr,Nullifiers of Fasting,nullifiers-of-fasting
17073,1085,ur,Nullifiers of Fasting,nullifiers-of-fasting
17074,1085,fa,Nullifiers of Fasting,nullifiers-of-fasting
17075,1086,ar,ما يجب على الصائم,fasting-obligations
17076,1086,en,Fasting Obligations,fasting-obligations
17077,1086,de,Fasting Obligations,fasting-obligations
17078,1086,es,Fasting Obligations,fasting-obligations
17079,1086,fr,Fasting Obligations,fasting-obligations
17080,1086,id,Fasting Obligations,fasting-obligations
17081,1086,ru,Fasting Obligations,fasting-obligations
17082,1086,tr,Fasting Obligations,fasting-obligations
17083,1086,ur,Fasting Obligations,fasting-obligations
17084,1086,fa,Fasting Obligations,fasting-obligations
17085,1087,ar,ما يجوز للصائم,what-is-permissible-for-the-fasting-person
17086,1087,en,What is Permissible for the Fasting Person,what-is-permissible-for-the-fasting-person
17087,1087,de,What is Permissible for the Fasting Person,what-is-permissible-for-the-fasting-person
17088,1087,es,What is Permissible for the Fasting Person,what-is-permissible-for-the-fasting-person
17089,1087,fr,What is Permissible for the Fasting Person,what-is-permissible-for-the-fasting-person
17090,1087,id,What is Permissible for the Fasting Person,what-is-permissible-for-the-fasting-person
17091,1087,ru,What is Permissible for the Fasting Person,what-is-permissible-for-the-fasting-person
17092,1087,tr,What is Permissible for the Fasting Person,what-is-permissible-for-the-fasting-person
17093,1087,ur,What is Permissible for the Fasting Person,what-is-permissible-for-the-fasting-person
17094,1087,fa,What is Permissible for the Fasting Person,what-is-permissible-for-the-fasting-person
17095,1088,ar,ما يحرم على الصائم,fasting-prohibitions
17096,1088,en,Fasting Prohibitions,fasting-prohibitions
17097,1088,de,Fasting Prohibitions,fasting-prohibitions
17098,1088,es,Fasting Prohibitions,fasting-prohibitions
17099,1088,fr,Fasting Prohibitions,fasting-prohibitions
17100,1088,id,Fasting Prohibitions,fasting-prohibitions
17101,1088,ru,Fasting Prohibitions,fasting-prohibitions
17102,1088,tr,Fasting Prohibitions,fasting-prohibitions
17103,1088,ur,Fasting Prohibitions,fasting-prohibitions
17104,1088,fa,Fasting Prohibitions,fasting-prohibitions
17105,1089,ar,ما يكره للصائم,what-is-disliked-for-the-fasting-person
17106,1089,en,What is Disliked for the Fasting Person,what-is-disliked-for-the-fasting-person
17107,1089,de,What is Disliked for the Fasting Person,what-is-disliked-for-the-fasting-person
17108,1089,es,What is Disliked for the Fasting Person,what-is-disliked-for-the-fasting-person
17109,1089,fr,What is Disliked for the Fasting Person,what-is-disliked-for-the-fasting-person
17110,1089,id,What is Disliked for the Fasting Person,what-is-disliked-for-the-fasting-person
17111,1089,ru,What is Disliked for the Fasting Person,what-is-disliked-for-the-fasting-person
17112,1089,tr,What is Disliked for the Fasting Person,what-is-disliked-for-the-fasting-person
17113,1089,ur,What is Disliked for the Fasting Person,what-is-disliked-for-the-fasting-person
17114,1089,fa,What is Disliked for the Fasting Person,what-is-disliked-for-the-fasting-person
17115,1090,ar,صيام التطوع,voluntary-fasting
17116,1090,en,Voluntary Fasting,voluntary-fasting
17117,1090,de,Voluntary Fasting,voluntary-fasting
17118,1090,es,Voluntary Fasting,voluntary-fasting
17119,1090,fr,Voluntary Fasting,voluntary-fasting
17120,1090,id,Voluntary Fasting,voluntary-fasting
17121,1090,ru,Voluntary Fasting,voluntary-fasting
17122,1090,tr,Voluntary Fasting,voluntary-fasting
17123,1090,ur,Voluntary Fasting,voluntary-fasting
17124,1090,fa,Voluntary Fasting,voluntary-fasting
17125,1091,ar,الاعتكاف,seclusion-for-worship-in-ramadaan-i‘tikaaf
17126,1091,en,Seclusion for Worship in Ramadaan (I‘tikaaf),seclusion-for-worship-in-ramadaan-i‘tikaaf
17127,1091,de,Seclusion for Worship in Ramadaan (I‘tikaaf),seclusion-for-worship-in-ramadaan-i‘tikaaf
17128,1091,es,Seclusion for Worship in Ramadaan (I‘tikaaf),seclusion-for-worship-in-ramadaan-i‘tikaaf
17129,1091,fr,Seclusion for Worship in Ramadaan (I‘tikaaf),seclusion-for-worship-in-ramadaan-i‘tikaaf
17130,1091,id,Seclusion for Worship in Ramadaan (I‘tikaaf),seclusion-for-worship-in-ramadaan-i‘tikaaf
17131,1091,ru,Seclusion for Worship in Ramadaan (I‘tikaaf),seclusion-for-worship-in-ramadaan-i‘tikaaf
17132,1091,tr,Seclusion for Worship in Ramadaan (I‘tikaaf),seclusion-for-worship-in-ramadaan-i‘tikaaf
17133,1091,ur,Seclusion for Worship in Ramadaan (I‘tikaaf),seclusion-for-worship-in-ramadaan-i‘tikaaf
17134,1091,fa,Seclusion for Worship in Ramadaan (I‘tikaaf),seclusion-for-worship-in-ramadaan-i‘tikaaf
17135,1092,ar,العشر الأواخر من رمضان,last-ten-days-of-ramadaan
17136,1092,en,Last Ten Days of Ramadaan,last-ten-days-of-ramadaan
17137,1092,de,Last Ten Days of Ramadaan,last-ten-days-of-ramadaan
17138,1092,es,Last Ten Days of Ramadaan,last-ten-days-of-ramadaan
17139,1092,fr,Last Ten Days of Ramadaan,last-ten-days-of-ramadaan
17140,1092,id,Last Ten Days of Ramadaan,last-ten-days-of-ramadaan
17141,1092,ru,Last Ten Days of Ramadaan,last-ten-days-of-ramadaan
17142,1092,tr,Last Ten Days of Ramadaan,last-ten-days-of-ramadaan
17143,1092,ur,Last Ten Days of Ramadaan,last-ten-days-of-ramadaan
17144,1092,fa,Last Ten Days of Ramadaan,last-ten-days-of-ramadaan
17145,1093,ar,وجوب الحج والعمرة وحكم تاركهما,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner
17146,1093,en,Obligation of Hajj and ‘Umrah and Ruling of Its Abandoner,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner
17147,1093,de,Obligation of Hajj and ‘Umrah and Ruling of Its Abandoner,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner
17148,1093,es,Obligation of Hajj and ‘Umrah and Ruling of Its Abandoner,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner
17149,1093,fr,Obligation of Hajj and ‘Umrah and Ruling of Its Abandoner,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner
17150,1093,id,Obligation of Hajj and ‘Umrah and Ruling of Its Abandoner,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner
17151,1093,ru,Obligation of Hajj and ‘Umrah and Ruling of Its Abandoner,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner
17152,1093,tr,Obligation of Hajj and ‘Umrah and Ruling of Its Abandoner,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner
17153,1093,ur,Obligation of Hajj and ‘Umrah and Ruling of Its Abandoner,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner
17154,1093,fa,Obligation of Hajj and ‘Umrah and Ruling of Its Abandoner,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner
17155,1094,ar,فضل الحج والعمرة,virtue-of-hajj-and-umrah
17156,1094,en,Virtue of Hajj and Umrah,virtue-of-hajj-and-umrah
17157,1094,de,Virtue of Hajj and Umrah,virtue-of-hajj-and-umrah
17158,1094,es,Virtue of Hajj and Umrah,virtue-of-hajj-and-umrah
17159,1094,fr,Virtue of Hajj and Umrah,virtue-of-hajj-and-umrah
17160,1094,id,Virtue of Hajj and Umrah,virtue-of-hajj-and-umrah
17161,1094,ru,Virtue of Hajj and Umrah,virtue-of-hajj-and-umrah
17162,1094,tr,Virtue of Hajj and Umrah,virtue-of-hajj-and-umrah
17163,1094,ur,Virtue of Hajj and Umrah,virtue-of-hajj-and-umrah
17164,1094,fa,Virtue of Hajj and Umrah,virtue-of-hajj-and-umrah
17165,1095,ar,العشر من ذي الحجة,first-ten-days-of-dhul-hijjah-twelfth-lunar-month
17166,1095,en,First Ten Days of Dhul Hijjah (Twelfth Lunar Month),first-ten-days-of-dhul-hijjah-twelfth-lunar-month
17167,1095,de,First Ten Days of Dhul Hijjah (Twelfth Lunar Month),first-ten-days-of-dhul-hijjah-twelfth-lunar-month
17168,1095,es,First Ten Days of Dhul Hijjah (Twelfth Lunar Month),first-ten-days-of-dhul-hijjah-twelfth-lunar-month
17169,1095,fr,First Ten Days of Dhul Hijjah (Twelfth Lunar Month),first-ten-days-of-dhul-hijjah-twelfth-lunar-month
17170,1095,id,First Ten Days of Dhul Hijjah (Twelfth Lunar Month),first-ten-days-of-dhul-hijjah-twelfth-lunar-month
17171,1095,ru,First Ten Days of Dhul Hijjah (Twelfth Lunar Month),first-ten-days-of-dhul-hijjah-twelfth-lunar-month
17172,1095,tr,First Ten Days of Dhul Hijjah (Twelfth Lunar Month),first-ten-days-of-dhul-hijjah-twelfth-lunar-month
17173,1095,ur,First Ten Days of Dhul Hijjah (Twelfth Lunar Month),first-ten-days-of-dhul-hijjah-twelfth-lunar-month
17174,1095,fa,First Ten Days of Dhul Hijjah (Twelfth Lunar Month),first-ten-days-of-dhul-hijjah-twelfth-lunar-month
17175,1096,ar,أحكام المسجد الحرام والمسجد النبوي وبيت المقدس,rulings-of-al-masjid-al-haraam;-the-prophets-mosque;-and-the-aqsa-mosque
17176,1096,en,Rulings of Al-Masjid Al-Haraam; the Prophet's Mosque; and the Aqsa Mosque,rulings-of-al-masjid-al-haraam;-the-prophets-mosque;-and-the-aqsa-mosque
17177,1096,de,Rulings of Al-Masjid Al-Haraam; the Prophet's Mosque; and the Aqsa Mosque,rulings-of-al-masjid-al-haraam;-the-prophets-mosque;-and-the-aqsa-mosque
17178,1096,es,Rulings of Al-Masjid Al-Haraam; the Prophet's Mosque; and the Aqsa Mosque,rulings-of-al-masjid-al-haraam;-the-prophets-mosque;-and-the-aqsa-mosque
17179,1096,fr,Rulings of Al-Masjid Al-Haraam; the Prophet's Mosque; and the Aqsa Mosque,rulings-of-al-masjid-al-haraam;-the-prophets-mosque;-and-the-aqsa-mosque
17180,1096,id,Rulings of Al-Masjid Al-Haraam; the Prophet's Mosque; and the Aqsa Mosque,rulings-of-al-masjid-al-haraam;-the-prophets-mosque;-and-the-aqsa-mosque
17181,1096,ru,Rulings of Al-Masjid Al-Haraam; the Prophet's Mosque; and the Aqsa Mosque,rulings-of-al-masjid-al-haraam;-the-prophets-mosque;-and-the-aqsa-mosque
17182,1096,tr,Rulings of Al-Masjid Al-Haraam; the Prophet's Mosque; and the Aqsa Mosque,rulings-of-al-masjid-al-haraam;-the-prophets-mosque;-and-the-aqsa-mosque
17183,1096,ur,Rulings of Al-Masjid Al-Haraam; the Prophet's Mosque; and the Aqsa Mosque,rulings-of-al-masjid-al-haraam;-the-prophets-mosque;-and-the-aqsa-mosque
17184,1096,fa,Rulings of Al-Masjid Al-Haraam; the Prophet's Mosque; and the Aqsa Mosque,rulings-of-al-masjid-al-haraam;-the-prophets-mosque;-and-the-aqsa-mosque
17185,1097,ar,أحكام الإحرام,rulings-of-ihraam-the-ritual-state-of-consecration
17186,1097,en,Rulings of Ihraam (the Ritual State of Consecration),rulings-of-ihraam-the-ritual-state-of-consecration
17187,1097,de,Rulings of Ihraam (the Ritual State of Consecration),rulings-of-ihraam-the-ritual-state-of-consecration
17188,1097,es,Rulings of Ihraam (the Ritual State of Consecration),rulings-of-ihraam-the-ritual-state-of-consecration
17189,1097,fr,Rulings of Ihraam (the Ritual State of Consecration),rulings-of-ihraam-the-ritual-state-of-consecration
17190,1097,id,Rulings of Ihraam (the Ritual State of Consecration),rulings-of-ihraam-the-ritual-state-of-consecration
17191,1097,ru,Rulings of Ihraam (the Ritual State of Consecration),rulings-of-ihraam-the-ritual-state-of-consecration
17192,1097,tr,Rulings of Ihraam (the Ritual State of Consecration),rulings-of-ihraam-the-ritual-state-of-consecration
17193,1097,ur,Rulings of Ihraam (the Ritual State of Consecration),rulings-of-ihraam-the-ritual-state-of-consecration
17194,1097,fa,Rulings of Ihraam (the Ritual State of Consecration),rulings-of-ihraam-the-ritual-state-of-consecration
17195,1098,ar,محظورات الإحرام,prohibitions-of-ihraam
17196,1098,en,Prohibitions of Ihraam,prohibitions-of-ihraam
17197,1098,de,Prohibitions of Ihraam,prohibitions-of-ihraam
17198,1098,es,Prohibitions of Ihraam,prohibitions-of-ihraam
17199,1098,fr,Prohibitions of Ihraam,prohibitions-of-ihraam
17200,1098,id,Prohibitions of Ihraam,prohibitions-of-ihraam
17201,1098,ru,Prohibitions of Ihraam,prohibitions-of-ihraam
17202,1098,tr,Prohibitions of Ihraam,prohibitions-of-ihraam
17203,1098,ur,Prohibitions of Ihraam,prohibitions-of-ihraam
17204,1098,fa,Prohibitions of Ihraam,prohibitions-of-ihraam
17205,1099,ar,الفدية وجزاء الصيد,ransom-and-hunting-expiation
17206,1099,en,Ransom and Hunting Expiation,ransom-and-hunting-expiation
17207,1099,de,Ransom and Hunting Expiation,ransom-and-hunting-expiation
17208,1099,es,Ransom and Hunting Expiation,ransom-and-hunting-expiation
17209,1099,fr,Ransom and Hunting Expiation,ransom-and-hunting-expiation
17210,1099,id,Ransom and Hunting Expiation,ransom-and-hunting-expiation
17211,1099,ru,Ransom and Hunting Expiation,ransom-and-hunting-expiation
17212,1099,tr,Ransom and Hunting Expiation,ransom-and-hunting-expiation
17213,1099,ur,Ransom and Hunting Expiation,ransom-and-hunting-expiation
17214,1099,fa,Ransom and Hunting Expiation,ransom-and-hunting-expiation
17215,1100,ar,أنواع النسك,types-of-rituals-pilgrimage
17216,1100,en,Types of Rituals (Pilgrimage),types-of-rituals-pilgrimage
17217,1100,de,Types of Rituals (Pilgrimage),types-of-rituals-pilgrimage
17218,1100,es,Types of Rituals (Pilgrimage),types-of-rituals-pilgrimage
17219,1100,fr,Types of Rituals (Pilgrimage),types-of-rituals-pilgrimage
17220,1100,id,Types of Rituals (Pilgrimage),types-of-rituals-pilgrimage
17221,1100,ru,Types of Rituals (Pilgrimage),types-of-rituals-pilgrimage
17222,1100,tr,Types of Rituals (Pilgrimage),types-of-rituals-pilgrimage
17223,1100,ur,Types of Rituals (Pilgrimage),types-of-rituals-pilgrimage
17224,1100,fa,Types of Rituals (Pilgrimage),types-of-rituals-pilgrimage
17225,1101,ar,واجبات العمرة,obligations-of-‘umrah
17226,1101,en,Obligations of ‘Umrah,obligations-of-‘umrah
17227,1101,de,Obligations of ‘Umrah,obligations-of-‘umrah
17228,1101,es,Obligations of ‘Umrah,obligations-of-‘umrah
17229,1101,fr,Obligations of ‘Umrah,obligations-of-‘umrah
17230,1101,id,Obligations of ‘Umrah,obligations-of-‘umrah
17231,1101,ru,Obligations of ‘Umrah,obligations-of-‘umrah
17232,1101,tr,Obligations of ‘Umrah,obligations-of-‘umrah
17233,1101,ur,Obligations of ‘Umrah,obligations-of-‘umrah
17234,1101,fa,Obligations of ‘Umrah,obligations-of-‘umrah
17235,1102,ar,صفة الحج,how-to-make-hajj-pilgrimage
17236,1102,en,How to Make Hajj (Pilgrimage),how-to-make-hajj-pilgrimage
17237,1102,de,How to Make Hajj (Pilgrimage),how-to-make-hajj-pilgrimage
17238,1102,es,How to Make Hajj (Pilgrimage),how-to-make-hajj-pilgrimage
17239,1102,fr,How to Make Hajj (Pilgrimage),how-to-make-hajj-pilgrimage
